provinsi,gmv_transaksi_juta,reported_turnover_spt_juta,tax_paid_final_juta,annual_order_volume,avg_ticket_size_ribu,digital_payment_ratio,logistics_tracking_ratio,customer_return_rate,bps_ecom_penetration_pct,bps_infrastructure_index,target_non_compliance
Jawa Tengah,38.11,25.72,0.13,163,233.77,0.7054,0.7598,0.0313,29.8,5.81,0
Sumatera Utara,9.08,5.85,0.03,163,55.69,0.3016,0.5517,0.0558,26.24,6.02,0
Riau,9.44,6.29,0.03,156,60.5,0.2625,0.8277,0.0186,25.94,5.98,0
Jawa Tengah,13.97,13.77,0.07,165,84.64,0.6495,0.6101,0.0196,31.19,5.99,0
Jawa Timur,17.09,10.42,0.05,175,97.68,0.9666,0.598,0.026,36.01,5.76,0
Banten,22.92,20.73,0.1,162,141.49,0.4487,0.7889,0.0263,41.07,6.28,0
Jawa Timur,12.36,8.02,0.04,160,77.23,0.6797,0.6806,0.0516,38.48,6.05,0
Banten,28.77,24.98,0.12,161,178.72,0.6255,0.8244,0.0564,44.75,6.36,0
DKI Jakarta,72.96,58.16,0.29,159,458.87,0.5099,0.7663,0.0317,61.64,7.84,0
Jawa Timur,16.49,11.56,0.06,156,105.73,0.7455,0.9816,0.0717,33.38,5.94,0
Bali,11.59,8.49,0.04,157,73.81,0.5375,0.6127,0.0297,47.38,6.52,1
Banten,18.29,16.16,0.08,162,112.91,0.7531,0.8059,0.0633,45.1,6.37,0
Banten,29.21,25.35,0.13,160,182.53,0.6607,0.6955,0.0326,45.74,6.22,0
Riau,24.53,21.11,0.11,164,149.58,0.6633,0.61,0.0402,25.8,5.97,0
Jawa Timur,32.73,19.62,0.1,162,202.05,0.5262,0.6362,0.0413,36.1,6.07,1
Banten,16.98,12.18,0.06,140,121.26,0.6304,0.6858,0.0567,43.25,6.35,0
Jawa Tengah,28.28,22.96,0.11,173,163.5,0.882,0.59,0.036,33.66,5.86,0
Sumatera Selatan,92.78,63.89,0.32,167,555.55,0.7366,0.7568,0.0064,25.64,5.89,1
Sumatera Utara,19.7,13.88,0.07,172,114.53,0.6306,0.7968,0.0554,28.2,5.85,0
DKI Jakarta,22.23,17.47,0.09,161,138.09,0.726,0.7088,0.0399,62.98,7.54,0
Sumatera Utara,28.39,17.35,0.09,163,174.17,0.5157,0.6832,0.0748,29.58,6.09,0
Jawa Timur,83.94,78.76,0.39,157,534.62,0.719,0.882,0.0141,39.09,5.91,0
DKI Jakarta,38.11,28.86,0.14,177,215.32,0.4679,0.7809,0.0358,63.11,7.7,1
Sumatera Utara,19.01,17.55,0.09,130,146.26,0.7559,0.869,0.0078,28.54,6.11,0
DKI Jakarta,19.15,5.21,0.03,172,111.36,0.4446,0.6331,0.042,62.41,7.62,1
Jawa Barat,40.11,27.81,0.14,143,280.47,0.6384,0.6929,0.042,43.5,6.08,1
Riau,18.9,14.63,0.07,142,133.13,0.5878,0.7483,0.068,24.76,6.03,0
Sumatera Utara,51.03,34.48,0.17,165,309.26,0.6875,0.7532,0.0497,30.54,6.08,0
Jawa Tengah,19.32,15.83,0.08,158,122.27,0.7433,0.8739,0.0298,34.53,5.82,0
Bali,16.53,10.03,0.05,158,104.6,0.4637,0.4335,0.0418,51.35,6.52,0
Sulawesi Selatan,13.05,10.91,0.05,180,72.51,0.8467,1.0,0.0596,27.06,6.21,0
DKI Jakarta,29.15,14.35,0.07,162,179.92,0.5744,0.2948,0.0048,66.65,7.73,1
Jawa Tengah,10.52,7.57,0.04,166,63.39,0.795,0.6648,0.0508,33.57,5.94,0
DKI Jakarta,44.5,37.18,0.19,167,266.44,0.7987,0.6809,0.0257,63.34,7.51,0
Jawa Barat,12.64,8.29,0.04,173,73.05,0.6903,0.5917,0.0327,45.27,6.0,0
Jawa Timur,11.11,8.4,0.04,176,63.15,0.6185,0.7099,0.0403,35.32,6.03,0
DKI Jakarta,22.53,17.02,0.09,166,135.74,0.6194,0.7207,0.0096,63.59,7.7,0
Sulawesi Selatan,40.16,28.86,0.14,177,226.91,0.6988,0.8111,0.0098,27.67,5.96,0
Riau,20.05,17.19,0.09,153,131.03,0.6718,0.795,0.053,26.78,5.96,0
DKI Jakarta,35.47,20.02,0.1,173,205.05,0.4916,0.6063,0.0315,62.87,7.85,1
Jawa Tengah,24.76,19.98,0.1,152,162.9,0.8482,0.8579,0.0392,32.39,5.94,0
Sumatera Selatan,29.68,22.97,0.11,151,196.58,0.7577,0.5749,0.0445,23.75,5.87,1
Jawa Tengah,48.36,23.84,0.12,152,318.15,0.5342,0.7052,0.0151,32.76,5.89,1
Banten,13.44,10.63,0.05,135,99.59,0.9116,0.5465,0.0251,44.24,6.34,0
Jawa Barat,24.14,19.42,0.1,161,149.96,0.5703,0.7338,0.0221,45.31,6.07,0
Bali,10.55,8.28,0.04,175,60.3,0.6966,0.876,0.001,45.51,6.54,0
DKI Jakarta,44.28,31.55,0.16,156,283.85,0.3912,0.7217,0.036,64.69,7.82,1
DKI Jakarta,17.45,12.54,0.06,148,117.88,0.4497,0.6457,0.0367,62.83,7.68,0
Jawa Tengah,24.42,18.48,0.09,171,142.79,0.5726,0.6282,0.0495,32.93,5.87,1
Jawa Timur,21.03,12.42,0.06,177,118.8,0.3761,0.7142,0.047,35.22,5.91,1
Jawa Timur,15.52,12.17,0.06,154,100.81,0.7264,0.8714,0.0053,36.92,6.07,0
Riau,30.83,27.02,0.14,151,204.16,0.5929,0.6546,0.0057,25.56,5.99,0
Riau,30.93,18.31,0.09,167,185.18,0.7475,0.7176,0.0276,25.81,6.25,1
DKI Jakarta,15.8,13.83,0.07,148,106.75,0.8057,0.6545,0.0442,64.41,7.66,0
Jawa Barat,54.9,43.72,0.22,158,347.46,0.6378,0.6638,0.0296,44.33,6.08,0
Jawa Timur,32.73,23.85,0.12,152,215.33,0.72,0.5289,0.0244,38.98,6.2,0
Jawa Timur,56.5,27.2,0.14,174,324.68,0.2398,0.8722,0.0663,35.96,5.83,1
Sumatera Selatan,9.33,4.59,0.02,150,62.19,0.2952,0.6372,0.0515,25.34,5.88,0
Sulawesi Selatan,14.96,10.32,0.05,145,103.19,0.6659,0.5939,0.0541,28.85,6.13,0
Jawa Tengah,33.02,15.8,0.08,144,229.31,0.5015,0.7958,0.0469,33.33,5.67,1
Riau,13.95,10.5,0.05,175,79.74,0.6628,0.5734,0.0178,28.68,6.1,0
Jawa Tengah,18.02,11.72,0.06,158,114.05,0.3476,0.5332,0.0546,32.24,5.68,1
Sulawesi Selatan,14.03,9.65,0.05,162,86.6,0.4021,0.7445,0.0904,28.13,6.01,0
Riau,27.41,19.17,0.1,161,170.23,0.8066,0.7662,0.0521,26.61,6.31,1
DKI Jakarta,18.79,14.95,0.07,159,118.21,0.739,0.8542,0.038,61.74,7.45,0
DKI Jakarta,14.16,10.32,0.05,162,87.4,0.6889,0.7038,0.0093,65.44,7.72,1
Banten,55.18,48.08,0.24,158,349.25,0.4658,0.8812,0.0249,43.96,6.33,0
Banten,29.55,14.79,0.07,152,194.44,0.4002,0.6389,0.0539,44.78,6.26,1
Jawa Tengah,29.63,21.64,0.11,154,192.38,0.7235,0.5104,0.0529,35.57,5.68,0
DKI Jakarta,28.7,15.56,0.08,186,154.28,0.576,0.7278,0.0193,63.86,7.86,0
Sulawesi Selatan,37.53,26.37,0.13,173,216.92,0.3677,0.6211,0.0496,27.96,6.03,1
Riau,27.99,13.76,0.07,151,185.33,0.4715,0.6614,0.0207,26.25,5.85,0
Sulawesi Selatan,10.5,5.92,0.03,165,63.62,0.5785,0.8275,0.0573,26.39,5.9,1
Jawa Tengah,61.16,53.72,0.27,154,397.11,0.7914,0.7374,0.0522,32.63,5.79,0
Sumatera Utara,56.49,39.11,0.2,156,362.09,0.344,0.7289,0.0596,28.18,5.85,1
Riau,20.88,14.98,0.07,182,114.71,0.519,0.7479,0.0302,26.3,6.08,1
Jawa Timur,11.44,7.81,0.04,167,68.52,0.9254,0.5862,0.0545,38.92,5.99,1
Riau,14.54,10.73,0.05,168,86.54,0.4999,0.8004,0.0423,27.54,6.1,0
Sumatera Utara,13.87,12.9,0.06,158,87.76,0.5757,0.89,0.0479,27.53,6.28,0
Bali,28.66,12.4,0.06,172,166.63,0.7424,0.7513,0.0413,48.7,6.49,0
Bali,21.07,19.46,0.1,179,117.72,0.7076,0.7599,0.0227,50.84,6.54,0
Sulawesi Selatan,16.09,10.7,0.05,150,107.28,0.8197,0.8975,0.0465,25.31,5.95,0
Sumatera Utara,29.89,26.24,0.13,151,197.93,0.8404,0.7553,0.0491,28.07,6.14,0
DKI Jakarta,21.25,10.74,0.05,156,136.25,0.3294,0.728,0.0179,61.58,7.82,1
Sumatera Selatan,37.37,21.25,0.11,158,236.5,0.3472,0.6775,0.0514,27.99,5.74,0
Banten,20.24,9.35,0.05,144,140.58,0.5414,0.6946,0.0504,45.28,6.55,1
Riau,62.15,35.48,0.18,175,355.16,0.3556,0.7163,0.0265,25.41,5.96,1
Riau,83.33,63.54,0.32,172,484.46,0.6786,0.4916,0.0453,26.1,6.17,0
DKI Jakarta,25.62,22.04,0.11,157,163.2,0.8606,0.9124,0.0277,62.31,7.83,1
Jawa Barat,20.23,12.76,0.06,163,124.11,0.7262,0.6817,0.0517,46.37,6.2,0
Sumatera Selatan,23.01,13.47,0.07,164,140.32,0.5622,0.6328,0.0223,20.88,5.84,1
Sumatera Utara,42.51,24.93,0.12,169,251.52,0.5537,0.7212,0.0665,28.9,6.0,0
Jawa Tengah,36.62,24.28,0.12,161,227.47,0.5636,0.8963,0.0654,33.09,5.92,0
Bali,9.99,5.05,0.03,158,63.24,0.5131,0.6955,0.0563,47.2,6.66,1
Bali,30.79,23.18,0.12,160,192.46,0.6514,0.7874,0.079,48.36,6.69,0
Jawa Tengah,20.16,16.15,0.08,168,120.02,0.4659,0.8863,0.0686,30.77,5.95,0
Jawa Timur,26.33,15.23,0.08,158,166.63,0.6167,0.8087,0.0587,39.2,6.0,0
Jawa Barat,20.13,14.13,0.07,139,144.8,0.5787,0.6971,0.0713,43.42,6.32,0
Sumatera Utara,20.78,11.59,0.06,174,119.4,0.6638,0.6954,0.0375,29.78,5.97,0
Sumatera Selatan,10.09,6.72,0.03,146,69.11,0.7005,0.6612,0.0289,23.59,5.89,0
Jawa Tengah,12.19,8.38,0.04,171,71.27,0.5391,0.8147,0.0596,35.22,5.79,0
DKI Jakarta,21.75,13.25,0.07,172,126.42,0.681,0.7219,0.0378,63.59,8.02,0
DKI Jakarta,20.46,14.38,0.07,151,135.51,0.3242,0.7654,0.0584,65.15,7.82,1
Jawa Tengah,22.46,14.9,0.07,160,140.38,0.5654,0.7207,0.0246,34.05,5.98,1
Sumatera Selatan,28.62,22.11,0.11,173,165.45,0.4541,0.7823,0.0268,24.27,5.93,0
Jawa Timur,15.43,9.09,0.05,157,98.31,0.4998,0.688,0.0108,38.35,5.95,0
Sumatera Selatan,13.76,6.02,0.03,179,76.86,0.3537,0.6744,0.0178,30.6,6.2,1
Sulawesi Selatan,37.99,21.73,0.11,157,241.99,0.721,0.8192,0.0469,26.2,6.16,1
Sulawesi Selatan,28.74,27.35,0.14,149,192.89,0.6544,0.8217,0.0118,27.72,5.97,0
Jawa Timur,16.29,9.15,0.05,157,103.77,0.5227,0.6945,0.0202,34.91,5.93,0
Sumatera Utara,33.21,19.89,0.1,146,227.49,0.4247,0.516,0.024,29.03,6.07,0
Sumatera Selatan,13.51,9.91,0.05,149,90.7,0.6154,0.5108,0.0318,24.66,5.82,1
Jawa Barat,24.38,22.61,0.11,150,162.55,0.7746,0.8035,0.0418,46.29,6.11,0
Riau,24.37,12.58,0.06,149,163.58,0.3994,0.7829,0.0792,25.77,5.89,1
Jawa Barat,17.25,15.17,0.08,161,107.15,0.6446,0.6159,0.0559,44.81,5.86,0
Sumatera Utara,30.65,24.1,0.12,164,186.89,0.5649,0.7417,0.0282,25.29,6.28,1
Jawa Timur,14.12,11.78,0.06,176,80.21,0.7829,0.8657,0.0404,37.08,5.9,0
Jawa Timur,24.09,17.78,0.09,168,143.42,0.6772,0.6759,0.0292,35.55,5.92,0
Jawa Timur,25.0,16.03,0.08,174,143.66,0.9046,0.4539,0.0577,37.74,5.97,0
Banten,12.88,10.17,0.05,148,87.05,0.6993,0.8964,0.0512,45.85,6.46,0
Banten,32.02,18.75,0.09,159,201.36,0.395,0.7727,0.0292,43.22,6.47,0
Jawa Tengah,41.09,29.14,0.15,157,261.69,0.6697,0.4673,0.0477,34.01,5.98,0
Jawa Tengah,24.57,13.61,0.07,174,141.23,0.2821,0.7135,0.0491,32.66,5.93,1
Banten,23.97,17.53,0.09,158,151.69,0.8979,0.7896,0.0411,44.19,6.35,0
Sulawesi Selatan,22.22,18.86,0.09,175,126.95,0.5707,0.5178,0.0478,28.52,6.16,0
Riau,22.8,18.35,0.09,164,139.01,0.5852,0.6533,0.0516,24.64,6.05,0
DKI Jakarta,17.62,10.73,0.05,155,113.65,0.7466,0.8119,0.0826,62.04,7.85,0
DKI Jakarta,25.99,19.03,0.1,178,146.01,0.6875,0.6548,0.064,64.84,7.55,0
Sumatera Selatan,19.72,17.45,0.09,154,128.06,0.5498,0.7912,0.0208,23.3,6.04,0
Sumatera Utara,54.96,39.49,0.2,159,345.67,0.5161,0.6541,0.045,30.33,5.93,1
Sumatera Utara,20.12,13.33,0.07,155,129.8,0.5329,0.7499,0.0826,25.75,5.87,0
Jawa Timur,16.11,12.39,0.06,174,92.59,0.7324,0.5667,0.0473,38.25,5.8,1
Sumatera Utara,10.04,5.3,0.03,149,67.35,0.5446,0.6346,0.0769,28.42,6.06,0
Sumatera Utara,42.35,33.87,0.17,174,243.41,0.6127,0.7793,0.0924,28.27,6.31,0
Riau,49.37,28.73,0.14,160,308.55,0.4683,0.8186,0.0214,26.37,6.05,0
Sulawesi Selatan,13.7,9.34,0.05,163,84.06,0.7956,0.8255,0.0386,25.73,6.0,0
Sulawesi Selatan,30.75,21.33,0.11,156,197.11,0.6493,0.8235,0.0415,29.58,6.1,1
Bali,30.19,19.35,0.1,160,188.71,0.5546,0.6959,0.0139,48.09,6.53,0
Riau,20.62,17.96,0.09,142,145.22,0.4862,0.8172,0.0678,24.9,6.05,0
Riau,13.07,8.91,0.04,152,85.96,0.5183,0.7982,0.0469,29.4,6.03,0
Jawa Tengah,26.66,19.72,0.1,143,186.42,0.7362,0.5713,0.007,32.68,6.1,0
Bali,48.06,43.4,0.22,167,287.79,0.7452,0.4678,0.0465,47.44,6.61,1
Jawa Tengah,53.47,47.48,0.24,177,302.11,0.7041,0.554,0.0242,34.42,5.95,1
Jawa Barat,27.24,18.62,0.09,145,187.85,0.543,0.7435,0.0395,43.78,6.06,0
Bali,35.51,21.96,0.11,157,226.18,0.4936,0.783,0.001,50.25,6.46,0
Banten,10.56,7.53,0.04,162,65.17,0.5735,0.6967,0.0363,44.25,6.46,0
Banten,28.34,21.98,0.11,144,196.83,0.7985,0.6455,0.0568,45.55,6.41,0
Riau,35.9,21.23,0.11,181,198.33,0.775,0.8614,0.0316,29.23,6.19,0
Sumatera Selatan,18.01,15.35,0.08,146,123.37,0.5764,0.6136,0.0045,23.18,5.77,0
DKI Jakarta,21.49,13.29,0.07,142,151.33,0.5497,0.8486,0.0388,62.85,7.72,0
Jawa Timur,17.29,11.29,0.06,154,112.28,0.6798,0.6592,0.036,34.45,5.81,0
Sumatera Selatan,12.42,10.77,0.05,172,72.21,0.899,0.8536,0.0714,24.89,5.82,0
Sumatera Selatan,32.54,28.49,0.14,164,198.4,0.4912,0.799,0.0488,24.51,5.71,0
Riau,60.08,32.53,0.16,151,397.85,0.4769,0.8489,0.0354,28.04,6.04,0
Banten,14.13,10.2,0.05,147,96.12,0.7083,0.7608,0.016,44.08,6.54,0
Jawa Timur,23.21,20.52,0.1,154,150.7,0.606,0.7569,0.0391,36.72,5.86,1
Banten,12.27,9.64,0.05,155,79.18,0.6193,0.5823,0.0787,44.41,6.28,0
Jawa Barat,26.22,14.59,0.07,161,162.86,0.4145,0.8952,0.0476,43.03,6.13,0
Sulawesi Selatan,16.7,7.56,0.04,156,107.06,0.471,0.6464,0.0531,28.45,5.99,1
Jawa Barat,21.56,16.19,0.08,159,135.58,0.4989,0.6174,0.001,43.72,6.24,0
Banten,41.12,30.25,0.15,169,243.31,0.6751,0.9365,0.0583,44.93,6.22,0
Sumatera Selatan,27.16,22.47,0.11,161,168.71,0.6176,0.6937,0.0419,23.98,5.58,0
Jawa Tengah,22.52,22.22,0.11,164,137.29,0.8312,0.5073,0.0405,34.03,5.87,0
Sulawesi Selatan,14.01,10.57,0.05,149,94.02,0.6094,0.8689,0.0435,28.83,6.21,0
Sumatera Utara,31.43,22.72,0.11,151,208.13,0.8192,0.6356,0.044,27.92,6.02,0
Jawa Barat,13.65,6.98,0.03,157,86.93,0.6293,0.522,0.0348,43.26,6.2,0
DKI Jakarta,49.56,30.16,0.15,169,293.25,0.4141,0.8194,0.0301,63.28,7.72,1
Jawa Timur,22.08,14.53,0.07,143,154.38,0.6101,0.8096,0.0119,35.01,6.05,0
Jawa Tengah,12.0,8.8,0.04,133,90.24,0.5158,0.6484,0.0326,32.47,5.82,0
DKI Jakarta,10.64,7.49,0.04,144,73.91,0.6639,0.6252,0.0622,64.68,7.72,0
Riau,19.31,12.73,0.06,155,124.56,0.4735,0.9382,0.0288,27.42,6.27,1
Sumatera Utara,19.29,17.49,0.09,157,122.86,0.5692,0.7426,0.0559,28.92,6.18,0
DKI Jakarta,29.72,28.38,0.14,161,184.61,0.8058,0.5437,0.0186,62.02,7.65,0
Bali,17.3,12.32,0.06,191,90.59,0.3452,0.8396,0.0129,50.21,6.52,0
Banten,36.48,24.66,0.12,166,219.75,0.6025,0.8343,0.0314,46.9,6.31,0
Sumatera Utara,8.97,5.57,0.03,174,51.57,0.375,0.6126,0.0585,29.3,5.91,0
Sumatera Utara,23.96,23.96,0.12,157,152.62,0.73,0.75,0.0106,28.41,5.97,0
Bali,16.18,11.81,0.06,156,103.69,0.6256,0.5539,0.0755,47.44,6.59,0
Jawa Tengah,25.62,17.5,0.09,167,153.43,0.3791,0.7152,0.0828,33.18,5.77,1
DKI Jakarta,40.74,28.24,0.14,148,275.3,0.4835,0.8238,0.0541,62.8,7.79,0
Jawa Tengah,37.91,21.01,0.11,162,234.03,0.0973,0.7165,0.0293,32.9,5.66,1
Riau,30.18,19.77,0.1,174,173.44,0.6317,0.8855,0.0305,28.08,5.93,0
Riau,42.13,36.79,0.18,143,294.64,0.3193,0.6729,0.0262,27.47,6.15,0
Jawa Timur,49.42,32.49,0.16,164,301.32,0.5931,0.8599,0.0262,36.34,6.19,0
Sulawesi Selatan,51.53,40.09,0.2,156,330.34,0.6001,0.7828,0.0356,28.03,6.04,0
Riau,15.53,11.9,0.06,142,109.36,0.6974,0.587,0.0034,26.14,5.97,1
Jawa Timur,37.63,24.42,0.12,175,215.01,0.8024,0.7273,0.047,36.2,5.83,1
Sulawesi Selatan,32.62,20.83,0.1,150,217.46,0.365,0.476,0.0174,25.88,5.96,0
Jawa Tengah,22.95,10.81,0.05,156,147.12,0.4325,0.7192,0.0228,34.44,6.01,1
DKI Jakarta,42.64,29.19,0.15,170,250.84,0.6373,0.6601,0.0248,65.31,7.79,1
Sulawesi Selatan,24.61,14.39,0.07,165,149.16,0.6418,0.9125,0.0472,26.99,5.86,0
Banten,12.4,7.13,0.04,166,74.71,0.2979,0.7328,0.0621,43.14,6.42,0
Bali,48.78,33.42,0.17,171,285.27,0.706,0.6963,0.0197,50.1,6.77,0
Bali,16.48,9.66,0.05,151,109.17,0.3853,0.781,0.0641,47.74,6.74,1
Sulawesi Selatan,10.92,8.42,0.04,162,67.39,0.3005,0.573,0.0175,25.82,6.17,1
Sumatera Selatan,132.4,58.9,0.29,156,848.73,0.2951,0.8106,0.0254,23.65,5.98,1
DKI Jakarta,13.45,11.46,0.06,152,88.49,0.793,0.7984,0.0579,65.57,7.58,0
Sumatera Utara,32.73,30.53,0.15,161,203.28,0.5534,0.7477,0.0068,27.62,5.94,1
Sulawesi Selatan,13.4,11.82,0.06,150,89.36,0.5669,0.7596,0.029,26.93,6.22,0
Sumatera Selatan,18.6,18.6,0.09,156,119.24,0.7875,0.9731,0.0214,23.61,5.84,0
Bali,18.04,16.3,0.08,172,104.87,0.7936,0.7042,0.0308,47.01,6.37,0
Sumatera Selatan,13.5,10.1,0.05,147,91.84,0.7713,0.6008,0.0263,22.34,5.95,1
Jawa Tengah,37.4,36.74,0.18,163,229.45,0.5393,0.8176,0.0052,32.81,5.99,0
Sumatera Selatan,81.46,51.01,0.26,163,499.74,0.6294,0.7177,0.0521,22.22,5.87,0
Riau,21.89,15.61,0.08,149,146.93,0.4299,0.8858,0.0469,25.55,6.14,0
Sumatera Utara,10.03,9.16,0.05,150,66.87,0.8537,0.7337,0.0579,28.81,5.94,0
Jawa Barat,14.83,9.99,0.05,165,89.9,0.3537,0.6561,0.0318,43.95,6.09,0
Jawa Barat,15.78,14.81,0.07,160,98.6,0.7026,0.5518,0.0381,43.17,5.93,0
Banten,24.66,17.61,0.09,160,154.11,0.7721,0.5843,0.0579,42.32,6.25,0
Jawa Tengah,17.83,14.9,0.07,149,119.65,0.5453,0.7349,0.0445,32.58,6.03,1
Riau,80.5,48.42,0.24,176,457.41,0.6186,0.7276,0.0581,26.67,5.67,0
Jawa Timur,21.36,19.52,0.1,153,139.63,0.8854,0.7604,0.0567,37.78,5.91,0
Jawa Barat,37.33,28.07,0.14,168,222.19,0.6929,0.6765,0.0409,42.97,6.09,0
DKI Jakarta,23.43,18.58,0.09,174,134.66,0.5681,0.7108,0.0419,62.48,7.8,0
Sulawesi Selatan,25.84,14.21,0.07,180,143.56,0.5392,0.8283,0.0386,28.02,5.75,0
Jawa Barat,19.43,14.81,0.07,158,122.95,0.4157,0.9237,0.0419,42.85,6.06,1
Sulawesi Selatan,26.01,16.19,0.08,178,146.12,0.914,0.8715,0.0291,26.37,5.94,0
Sumatera Utara,19.01,6.22,0.03,165,115.21,0.609,0.893,0.0468,28.87,6.09,1
Bali,22.09,18.25,0.09,148,149.25,0.4799,0.6478,0.0437,48.77,6.6,0
Sulawesi Selatan,16.25,16.25,0.08,145,112.04,0.7119,0.7279,0.0279,26.24,5.81,0
Jawa Barat,72.84,59.29,0.3,146,498.92,0.6585,0.6379,0.0477,42.43,6.11,1
Sumatera Utara,25.04,14.59,0.07,140,178.83,0.4516,0.7695,0.0647,28.13,5.95,1
Riau,35.27,27.06,0.14,179,197.02,0.5124,0.6859,0.0402,23.86,6.13,0
Riau,21.7,16.07,0.08,161,134.77,0.5638,0.6343,0.0414,25.06,6.04,0
Bali,11.57,7.6,0.04,154,75.14,0.6589,0.7999,0.0437,49.69,6.81,1
Jawa Barat,13.52,7.3,0.04,171,79.07,0.5505,0.7008,0.0019,42.65,6.07,1
Jawa Barat,23.39,22.35,0.11,174,134.45,0.5264,0.6531,0.0327,42.18,6.08,0
Bali,22.62,18.13,0.09,171,132.3,0.5779,0.791,0.0863,50.36,6.54,0
Riau,28.93,16.36,0.08,162,178.61,0.3618,0.6894,0.0409,26.67,6.05,0
Sulawesi Selatan,24.93,14.17,0.07,155,160.82,0.545,0.7843,0.022,28.94,6.11,1
Jawa Tengah,19.48,15.51,0.08,167,116.62,0.6634,0.6224,0.0392,32.02,5.81,0
DKI Jakarta,115.52,110.1,0.55,186,621.06,0.8323,0.6815,0.0287,63.11,7.68,0
Riau,24.11,16.33,0.08,138,174.69,0.3921,0.6363,0.0434,26.13,6.11,0
Sumatera Selatan,19.63,15.61,0.08,166,118.23,0.4591,0.652,0.0437,24.66,5.77,0
Riau,20.0,17.67,0.09,164,121.98,0.6419,0.739,0.0387,29.58,6.15,0
DKI Jakarta,38.22,27.49,0.14,180,212.31,0.7779,0.9346,0.0578,63.67,7.68,0
Bali,21.78,15.19,0.08,166,131.2,0.6247,0.5281,0.0158,50.37,6.49,1
Jawa Tengah,37.48,27.09,0.14,156,240.25,0.7503,0.6913,0.0466,36.63,5.64,0
Banten,21.62,16.54,0.08,154,140.38,0.6353,0.4236,0.0609,46.69,6.25,0
DKI Jakarta,17.61,10.76,0.05,145,121.42,0.6179,0.6787,0.0345,63.78,7.71,0
Sumatera Selatan,12.97,7.56,0.04,170,76.28,0.2326,0.7868,0.0562,26.04,5.87,0
Bali,42.03,29.03,0.15,167,251.66,0.7507,0.8699,0.0354,48.93,6.57,0
Jawa Barat,14.31,12.13,0.06,162,88.32,0.3803,0.7439,0.0182,43.32,5.97,1
DKI Jakarta,36.01,29.94,0.15,167,215.61,0.7214,0.5662,0.002,64.8,7.7,1
Riau,18.35,16.54,0.08,167,109.91,0.6088,0.9178,0.0289,27.48,5.88,0
Sumatera Utara,39.78,33.19,0.17,174,228.62,0.8339,0.6038,0.0337,29.17,5.89,0
Bali,46.56,23.54,0.12,162,287.41,0.3583,0.9381,0.0839,48.49,6.73,0
Jawa Tengah,15.04,14.74,0.07,147,102.33,0.6004,0.69,0.0409,32.48,5.84,0
Sumatera Selatan,15.84,9.26,0.05,161,98.38,0.5078,0.5534,0.0287,22.51,5.93,0
Bali,71.77,57.42,0.29,148,484.92,0.674,0.6293,0.0506,48.98,6.77,1
Bali,28.12,25.09,0.13,152,185.02,0.6653,0.6074,0.0322,49.09,6.59,0
DKI Jakarta,33.14,17.47,0.09,156,212.45,0.4728,0.7852,0.0607,64.79,7.84,0
Riau,12.48,11.17,0.06,158,78.97,0.4439,0.7783,0.0708,23.96,6.11,1
Jawa Timur,14.1,9.44,0.05,155,90.97,0.6926,0.9334,0.0432,37.01,5.87,0
Sumatera Utara,27.05,13.34,0.07,166,162.97,0.4229,0.5953,0.0044,28.11,6.02,1
Riau,22.65,21.68,0.11,186,121.76,0.6961,0.5446,0.038,26.06,5.98,0
Sulawesi Selatan,15.1,12.4,0.06,165,91.5,0.3993,0.7992,0.0368,29.77,6.08,0
Banten,29.68,18.42,0.09,176,168.66,0.6377,0.8189,0.0727,46.04,6.5,0
Jawa Timur,8.85,6.69,0.03,129,68.6,0.7948,0.8397,0.0489,38.37,5.79,0
Jawa Barat,26.13,20.35,0.1,153,170.78,0.7895,0.6822,0.0322,43.52,6.04,0
Sumatera Selatan,16.09,10.25,0.05,168,95.79,0.5287,0.6201,0.068,24.04,5.83,0
Jawa Timur,30.16,17.19,0.09,143,210.89,0.3041,0.5793,0.0376,38.66,5.86,1
Riau,22.81,17.95,0.09,148,154.11,0.5495,0.6087,0.0374,28.72,6.04,1
Jawa Tengah,31.26,22.49,0.11,163,191.8,0.7551,0.946,0.03,35.6,5.9,0
Bali,51.0,30.7,0.15,172,296.49,0.673,0.4876,0.0632,49.47,6.75,1
Riau,17.56,12.82,0.06,165,106.4,0.487,0.9839,0.0293,26.21,6.01,0
Banten,15.73,15.51,0.08,170,92.54,0.5286,0.6938,0.053,45.16,6.31,0
Sulawesi Selatan,49.47,44.39,0.22,180,274.86,0.637,0.5267,0.048,29.03,6.05,0
Banten,64.17,47.88,0.24,178,360.5,0.443,0.8565,0.0414,43.52,6.37,0
Sumatera Utara,43.07,31.13,0.16,150,287.13,0.8082,0.8755,0.0583,28.12,5.85,0
DKI Jakarta,9.9,7.42,0.04,180,55.01,0.6699,0.7452,0.0708,68.11,7.62,0
Riau,31.1,26.72,0.13,156,199.37,0.556,0.6137,0.0154,25.55,6.02,0
Sulawesi Selatan,15.67,12.66,0.06,166,94.38,0.8424,0.5255,0.0367,29.18,6.1,0
Sumatera Utara,37.05,29.62,0.15,159,233.0,0.8407,0.7554,0.0351,27.64,6.17,0
Jawa Timur,21.35,17.51,0.09,165,129.41,0.6668,0.923,0.0421,36.66,5.83,0
Riau,20.89,17.22,0.09,168,124.32,0.5807,0.7465,0.0284,24.77,5.97,0
