provinsi,gmv_transaksi_juta,volume_transaksi_tahunan,proporsi_e_commerce_pct,infrastruktur_digital_score,rasio_pembayaran_digital,frekuensi_pengiriman_logistik,omset_dilaporkan_spt_juta,pajak_disetor_juta,target_compliance_risk
DKI Jakarta,216.14,118,28.43,96.17,0.694,95,156.47,0.78,0
Jawa Barat,205.81,144,15.33,95.42,0.619,123,171.87,0.86,0
Sumatera Selatan,24.0,131,31.72,79.83,0.542,127,12.42,0.06,0
Jawa Timur,10.07,139,41.2,80.27,0.633,140,5.45,0.03,0
Riau,158.95,129,44.13,95.47,0.708,129,121.03,0.61,0
Sumatera Utara,34.01,133,18.21,73.51,0.508,116,19.14,0.1,1
Sumatera Utara,72.92,128,49.1,60.46,0.837,117,57.45,0.29,0
Banten,143.62,113,23.31,98.28,0.736,91,65.64,0.33,1
Banten,33.45,133,33.55,91.26,0.92,106,30.38,0.15,0
Bali,263.5,136,28.17,52.75,0.602,125,152.32,0.76,1
Sulawesi Selatan,138.16,123,40.01,55.51,0.462,118,121.45,0.61,0
Jawa Tengah,19.65,125,36.13,93.22,0.849,130,9.94,0.05,0
Riau,12.31,136,43.14,64.75,0.848,148,11.32,0.06,0
Sulawesi Selatan,61.38,139,57.13,84.12,0.356,136,25.09,0.13,1
DKI Jakarta,69.45,143,39.77,55.77,0.813,149,35.49,0.18,1
Sumatera Selatan,144.13,133,28.08,58.36,0.489,111,89.3,0.45,0
Banten,35.17,135,40.53,86.62,0.84,141,31.9,0.16,0
Sulawesi Selatan,128.47,121,58.34,97.99,0.862,105,54.03,0.27,0
Sumatera Utara,121.58,149,42.88,74.61,0.952,137,107.14,0.54,0
Bali,105.1,135,46.35,52.1,0.552,108,58.12,0.29,1
Jawa Barat,407.98,115,15.88,61.48,0.648,108,427.48,2.14,0
Jawa Barat,128.07,152,39.64,60.42,0.519,151,75.11,0.38,1
Sulawesi Selatan,10.27,131,31.78,95.83,0.749,114,5.08,0.03,1
Sumatera Utara,150.25,126,26.84,70.54,0.752,131,126.83,0.63,0
Sumatera Utara,27.22,131,34.73,96.44,0.711,141,15.78,0.08,0
Jawa Barat,72.92,139,36.3,92.12,0.921,134,54.78,0.27,0
Jawa Tengah,85.34,128,27.51,72.09,0.501,111,76.97,0.38,0
Bali,81.93,129,37.26,51.22,0.443,130,75.37,0.38,0
Jawa Timur,46.61,122,32.92,97.67,0.825,108,25.33,0.13,0
Sumatera Utara,222.83,119,43.43,50.49,0.853,101,119.52,0.6,1
Jawa Timur,140.65,130,37.73,91.95,0.837,115,81.07,0.41,1
Jawa Tengah,96.02,132,39.51,70.25,0.793,122,63.05,0.32,0
Jawa Barat,323.32,121,46.75,64.76,0.775,104,286.31,1.43,0
Sulawesi Selatan,124.69,137,41.66,70.01,0.882,123,93.81,0.47,0
Sulawesi Selatan,121.28,152,34.93,67.49,0.729,139,117.87,0.59,0
Jawa Barat,69.45,140,9.96,83.77,0.861,143,59.31,0.3,0
Jawa Timur,134.68,129,41.16,78.06,0.665,136,107.56,0.54,0
Sumatera Utara,65.81,129,24.06,62.59,0.661,135,48.59,0.24,0
Jawa Timur,169.07,127,33.97,75.85,0.471,108,112.97,0.56,0
Sumatera Selatan,79.39,132,39.45,69.84,0.958,137,49.61,0.25,0
Jawa Tengah,102.4,129,51.0,95.11,0.591,127,52.6,0.26,1
DKI Jakarta,223.67,150,57.11,93.73,0.769,130,128.74,0.64,0
Jawa Timur,17.06,141,23.95,80.25,0.907,128,16.81,0.08,0
Sumatera Utara,46.2,129,19.21,97.3,0.587,116,43.39,0.22,0
Jawa Barat,154.22,164,38.91,68.38,0.924,152,62.14,0.31,0
Bali,32.66,132,37.91,54.31,0.723,139,17.82,0.09,0
DKI Jakarta,122.76,137,20.58,52.33,0.534,126,113.52,0.57,0
DKI Jakarta,210.49,141,34.8,90.84,0.904,115,164.31,0.82,0
Sumatera Utara,42.34,118,42.17,68.79,0.594,120,18.9,0.09,1
Sumatera Utara,33.87,122,20.24,92.15,0.625,126,31.33,0.16,0
Jawa Tengah,153.87,144,23.06,72.48,0.711,139,136.89,0.68,0
Jawa Tengah,64.42,133,27.27,50.55,0.856,125,37.56,0.19,0
DKI Jakarta,15.8,141,32.45,75.9,0.817,145,13.96,0.07,0
Riau,64.03,123,43.33,79.13,0.899,99,62.52,0.31,0
Jawa Timur,59.37,154,31.08,72.12,0.99,150,48.72,0.24,0
Jawa Barat,158.39,135,35.66,91.06,0.817,146,139.92,0.7,0
Jawa Timur,413.37,152,61.95,81.56,0.896,157,178.51,0.89,1
Sulawesi Selatan,90.32,149,23.52,67.87,0.837,131,69.31,0.35,0
Jawa Tengah,97.96,134,27.16,85.23,0.594,144,87.17,0.44,0
Bali,70.16,136,43.14,65.66,0.638,117,49.16,0.25,0
Jawa Tengah,46.17,147,46.86,91.09,0.963,141,30.61,0.15,0
Jawa Barat,370.13,133,39.98,63.73,0.675,131,283.49,1.42,0
Jawa Tengah,55.47,141,56.71,82.66,0.915,114,46.52,0.23,0
Jawa Timur,406.04,126,38.81,70.34,0.619,105,377.95,1.89,0
Jawa Barat,71.76,124,11.29,54.96,0.735,119,66.79,0.33,0
Sumatera Utara,929.79,146,36.16,80.86,0.8,124,796.83,3.98,0
Jawa Timur,63.07,122,28.15,68.77,0.953,112,65.56,0.33,0
Sumatera Selatan,38.04,125,51.61,81.08,0.456,126,28.52,0.14,0
Banten,602.3,113,46.58,76.46,0.747,111,414.45,2.07,0
Banten,208.62,135,15.92,52.04,0.718,143,128.31,0.64,0
Banten,221.97,126,51.2,60.04,0.892,135,106.73,0.53,1
Jawa Barat,516.89,127,46.27,84.32,0.456,136,281.5,1.41,1
Sumatera Selatan,155.3,130,31.11,72.92,0.579,119,93.02,0.47,0
Jawa Barat,56.13,117,34.06,72.86,0.929,97,40.93,0.2,0
Sumatera Selatan,102.16,146,51.71,50.12,0.753,146,107.12,0.54,0
Sulawesi Selatan,34.14,110,11.34,64.84,0.951,118,30.87,0.15,0
Sumatera Selatan,149.97,135,40.34,82.8,0.765,139,146.54,0.73,0
Banten,95.4,129,48.12,93.46,0.665,130,49.41,0.25,0
Jawa Timur,29.91,133,33.94,78.13,0.368,138,12.43,0.06,1
Bali,97.25,144,42.77,76.49,0.34,132,39.07,0.2,1
Jawa Tengah,50.24,138,36.24,73.05,0.78,131,36.51,0.18,0
Banten,237.77,152,25.59,83.25,0.604,130,113.27,0.57,1
Sumatera Selatan,99.21,120,25.29,89.11,0.861,120,51.9,0.26,0
Sulawesi Selatan,180.41,137,43.54,60.81,0.851,123,93.0,0.46,1
Sulawesi Selatan,148.2,150,27.37,84.98,0.411,132,128.04,0.64,0
DKI Jakarta,47.12,136,16.71,61.95,0.885,119,48.04,0.24,0
Bali,331.82,133,36.47,51.56,0.41,126,158.87,0.79,1
Jawa Barat,34.98,152,28.84,53.66,0.518,146,16.42,0.08,0
Sumatera Utara,62.47,124,20.61,52.28,0.82,129,38.37,0.19,0
Sulawesi Selatan,14.0,117,35.86,63.73,0.696,125,11.41,0.06,0
Riau,163.97,133,44.21,56.23,0.637,118,104.95,0.52,0
Sulawesi Selatan,33.33,132,35.24,54.17,0.656,118,19.36,0.1,0
Jawa Timur,218.52,121,22.21,57.23,0.827,107,103.77,0.52,0
Jawa Timur,74.87,130,40.78,51.87,0.83,115,52.23,0.26,0
Jawa Timur,68.53,143,47.42,66.83,0.784,145,28.98,0.14,1
Jawa Timur,20.64,129,61.56,90.32,0.59,127,16.68,0.08,0
Riau,306.18,140,52.3,77.14,0.738,115,286.37,1.43,0
Banten,562.14,132,22.94,53.18,0.536,128,578.77,2.89,0
Sumatera Selatan,62.95,124,45.3,68.37,0.889,130,38.37,0.19,0
Banten,70.39,159,38.08,71.06,0.693,130,65.91,0.33,0
Jawa Timur,146.49,128,21.17,58.45,0.841,137,106.86,0.53,0
Jawa Barat,116.82,143,38.41,68.28,0.651,125,67.05,0.34,0
Sumatera Utara,404.57,131,58.02,66.5,0.438,117,187.19,0.94,1
Bali,141.15,135,49.35,74.2,0.435,124,97.47,0.49,0
Bali,504.09,120,22.84,84.17,0.813,101,485.79,2.43,0
Jawa Tengah,311.08,147,35.16,73.46,0.706,121,316.03,1.58,0
Banten,93.47,128,40.9,53.62,0.896,111,65.46,0.33,0
Sumatera Selatan,91.57,136,14.24,52.71,0.792,109,82.65,0.41,1
Riau,221.87,129,14.65,93.51,0.776,125,119.47,0.6,0
DKI Jakarta,266.73,117,36.86,84.04,0.484,98,235.69,1.18,0
Sumatera Utara,126.72,133,37.01,82.2,0.623,110,52.46,0.26,1
DKI Jakarta,12.09,129,12.93,94.75,0.868,124,8.12,0.04,0
Jawa Barat,178.42,137,39.66,76.53,0.734,133,160.61,0.8,0
Riau,269.54,128,48.04,53.61,0.663,127,172.05,0.86,1
Jawa Barat,33.31,137,32.38,85.0,0.324,130,15.56,0.08,1
Jawa Timur,250.4,130,35.72,57.95,0.553,138,258.21,1.29,0
Sumatera Utara,78.24,144,41.86,82.64,0.854,120,46.5,0.23,0
Riau,65.68,155,40.27,69.63,0.796,160,28.07,0.14,0
Banten,130.68,127,14.98,51.38,0.752,117,86.94,0.43,0
DKI Jakarta,223.94,109,24.14,52.72,0.703,116,191.03,0.96,0
Sumatera Selatan,84.87,118,30.25,69.24,0.721,102,55.11,0.28,1
Sulawesi Selatan,94.9,139,24.67,79.13,0.837,150,93.52,0.47,0
Bali,146.71,126,52.6,58.37,0.873,133,79.01,0.4,0
Sumatera Selatan,490.7,122,42.61,55.23,0.918,103,380.87,1.9,0
Banten,61.9,132,21.68,68.44,0.576,122,29.07,0.15,0
Bali,42.41,133,32.43,89.4,0.622,116,20.22,0.1,1
Banten,143.53,127,48.56,88.42,0.776,107,75.63,0.38,0
Jawa Barat,98.56,120,27.25,83.52,0.549,109,53.37,0.27,1
Bali,76.9,126,45.22,70.84,0.46,121,63.72,0.32,0
Jawa Timur,223.05,132,51.6,71.65,0.693,121,212.25,1.06,0
Sulawesi Selatan,153.69,113,49.59,61.07,0.59,101,147.94,0.74,0
Jawa Timur,37.95,125,37.16,56.72,0.811,112,30.68,0.15,0
Bali,572.99,145,50.01,50.78,0.884,123,380.74,1.9,1
Sumatera Utara,237.67,146,28.73,92.15,0.758,126,135.96,0.68,0
Banten,28.92,118,64.83,74.31,0.88,113,17.08,0.09,0
Jawa Tengah,234.98,127,37.89,50.15,0.713,107,163.16,0.82,1
Bali,355.66,125,48.76,75.93,0.625,131,287.67,1.44,0
DKI Jakarta,221.01,129,30.66,62.66,0.914,131,168.17,0.84,0
Banten,119.46,141,40.99,70.94,0.615,154,106.92,0.53,0
Jawa Timur,55.79,139,41.52,82.95,0.495,124,26.97,0.13,1
Sumatera Utara,358.32,142,23.85,89.68,0.761,121,169.62,0.85,1
Jawa Tengah,232.43,150,23.5,84.32,0.766,123,242.66,1.21,0
Riau,326.81,99,32.55,93.92,0.743,89,197.84,0.99,0
Jawa Timur,90.05,130,48.26,61.5,0.897,139,92.88,0.46,0
Jawa Barat,29.27,145,13.02,82.41,0.769,141,17.21,0.09,0
Jawa Barat,67.67,125,30.65,93.6,0.811,135,29.91,0.15,0
Riau,225.41,144,50.72,65.12,0.789,154,164.53,0.82,0
Jawa Tengah,113.53,118,20.21,89.17,0.688,107,59.98,0.3,0
Jawa Timur,93.15,134,50.05,96.07,0.533,124,91.72,0.46,0
Riau,121.15,115,21.47,81.55,0.826,102,82.52,0.41,0
Jawa Timur,444.14,128,24.0,58.05,0.558,130,304.97,1.52,0
Jawa Timur,107.68,129,33.23,62.78,0.82,125,70.34,0.35,0
Jawa Tengah,267.84,111,57.48,83.32,0.871,90,126.47,0.63,1
Jawa Timur,29.3,115,27.32,92.44,0.942,123,23.59,0.12,0
Riau,94.73,126,14.2,51.16,0.796,130,47.41,0.24,0
Sumatera Utara,12.58,115,18.18,65.99,0.796,124,10.26,0.05,0
Sulawesi Selatan,29.17,127,46.18,61.44,0.904,111,19.25,0.1,0
Sumatera Selatan,48.47,151,18.74,70.68,0.711,154,46.26,0.23,0
DKI Jakarta,126.58,99,49.26,87.66,0.776,98,93.45,0.47,0
Jawa Timur,446.47,141,35.84,74.64,0.404,118,436.41,2.18,0
Jawa Tengah,226.55,123,34.61,75.4,0.88,107,94.35,0.47,1
Sumatera Utara,10.36,147,38.57,79.84,0.324,126,9.03,0.05,0
Jawa Tengah,39.15,120,25.39,75.27,0.775,101,29.88,0.15,0
Sulawesi Selatan,370.21,123,36.65,83.72,0.73,122,188.74,0.94,1
Jawa Tengah,823.79,142,20.68,55.24,0.796,150,386.14,1.93,1
Sumatera Utara,206.43,148,51.19,51.12,0.325,162,181.48,0.91,0
Jawa Barat,279.51,142,22.67,90.51,0.4,122,180.03,0.9,1
Sulawesi Selatan,165.56,127,40.27,73.47,0.844,127,74.44,0.37,1
Sulawesi Selatan,198.92,139,22.58,64.63,0.916,114,169.44,0.85,0
Sumatera Selatan,274.34,127,28.6,72.26,0.611,110,161.61,0.81,0
Jawa Timur,80.06,140,30.51,81.85,0.752,147,47.64,0.24,1
DKI Jakarta,56.29,138,70.78,55.96,0.506,149,25.52,0.13,1
Sumatera Selatan,71.45,136,34.83,75.66,0.959,148,48.21,0.24,0
Banten,309.46,106,25.14,55.42,0.798,99,307.46,1.54,0
Sulawesi Selatan,48.13,131,29.67,92.12,0.909,133,46.17,0.23,0
Riau,445.36,142,16.94,77.56,0.949,129,273.98,1.37,0
Sumatera Utara,75.7,134,33.05,89.73,0.937,135,45.38,0.23,0
Sulawesi Selatan,17.72,125,57.21,85.33,0.834,105,17.06,0.09,0
Bali,382.21,121,39.03,89.95,0.824,101,336.63,1.68,0
Banten,237.51,122,45.84,66.75,0.901,133,126.46,0.63,0
DKI Jakarta,364.77,125,24.08,56.83,0.65,111,358.89,1.79,0
DKI Jakarta,111.9,133,32.56,93.69,0.891,142,111.09,0.56,0
Banten,75.06,140,37.45,93.35,0.719,112,46.63,0.23,0
Sumatera Utara,264.73,141,26.3,93.28,0.499,147,259.53,1.3,0
DKI Jakarta,135.38,131,39.8,98.47,0.883,141,112.54,0.56,0
Jawa Barat,81.48,139,42.39,79.21,0.607,111,78.96,0.39,0
Sumatera Selatan,105.91,130,41.51,75.11,0.402,119,68.89,0.34,1
Sumatera Selatan,90.48,138,33.19,89.07,0.56,143,59.61,0.3,0
DKI Jakarta,10.16,128,48.09,55.4,0.842,102,7.39,0.04,0
Sumatera Utara,70.55,125,31.91,88.37,0.444,111,40.31,0.2,1
DKI Jakarta,186.07,139,30.81,89.8,0.396,121,139.41,0.7,1
Sumatera Selatan,12.35,124,52.3,78.28,0.514,104,9.03,0.05,0
Bali,103.99,126,21.72,69.01,0.629,104,54.31,0.27,0
Bali,117.85,128,14.56,82.16,0.478,111,115.74,0.58,0
Sumatera Utara,18.09,131,24.59,94.84,0.917,112,8.46,0.04,0
Riau,178.94,144,39.65,57.74,0.621,157,174.2,0.87,0
Sulawesi Selatan,477.9,146,50.4,65.24,0.968,117,358.25,1.79,1
Riau,407.42,127,27.07,82.9,0.892,106,290.63,1.45,0
Banten,38.59,127,56.78,90.83,0.861,132,36.97,0.18,0
Sumatera Selatan,25.01,153,35.33,81.95,0.887,157,17.37,0.09,0
Sumatera Utara,216.48,127,33.61,78.95,0.791,119,129.22,0.65,0
Bali,528.76,121,24.8,54.2,0.699,110,265.79,1.33,1
Sumatera Utara,14.33,118,58.42,71.25,0.619,106,12.14,0.06,0
Bali,68.47,132,33.2,93.62,0.551,144,64.47,0.32,0
DKI Jakarta,40.13,140,19.02,67.72,0.381,148,29.36,0.15,0
DKI Jakarta,72.31,124,64.49,68.67,0.904,108,42.2,0.21,0
DKI Jakarta,211.5,123,39.72,67.52,0.654,115,213.94,1.07,0
Sumatera Utara,18.45,126,44.59,67.77,0.639,128,15.14,0.08,0
Sumatera Selatan,129.43,122,55.18,69.83,0.681,127,97.61,0.49,0
Jawa Tengah,25.65,138,42.37,87.89,0.884,115,23.46,0.12,0
Jawa Barat,11.24,135,46.7,72.3,0.265,146,6.94,0.03,1
Bali,31.23,130,35.65,79.75,0.742,135,27.44,0.14,0
Sumatera Selatan,16.12,137,43.8,71.68,0.738,130,10.12,0.05,1
Riau,185.87,134,34.59,92.82,0.389,127,105.53,0.53,1
Banten,58.03,126,34.76,58.76,0.653,119,31.99,0.16,1
Banten,78.82,142,36.44,56.02,0.737,148,76.8,0.38,0
DKI Jakarta,65.48,131,30.24,69.98,0.836,126,60.47,0.3,0
Jawa Barat,56.64,138,41.05,97.74,0.886,144,30.32,0.15,0
Bali,334.33,132,41.02,84.29,0.625,139,148.98,0.74,0
Jawa Timur,113.88,140,44.83,80.2,0.815,141,56.99,0.28,1
Sumatera Selatan,113.55,135,42.68,69.13,0.324,109,68.12,0.34,1
Sumatera Selatan,130.61,124,59.0,64.46,0.407,115,104.01,0.52,1
Jawa Timur,31.01,140,47.63,96.87,0.572,122,25.82,0.13,0
Jawa Tengah,91.55,126,32.51,70.92,0.445,102,43.4,0.22,1
Riau,161.31,141,40.44,84.84,0.637,140,112.19,0.56,0
DKI Jakarta,172.39,130,51.95,89.71,0.751,124,127.33,0.64,0
Banten,67.71,123,23.6,82.22,0.958,100,38.49,0.19,0
Bali,26.89,117,59.17,61.4,0.513,115,23.51,0.12,0
Sumatera Selatan,90.73,135,25.7,64.11,0.739,115,71.39,0.36,0
Sumatera Selatan,335.11,135,45.8,51.13,0.204,145,293.24,1.47,1
DKI Jakarta,170.97,133,35.08,97.5,0.599,134,146.01,0.73,0
Jawa Barat,67.9,127,34.39,90.9,0.86,101,66.75,0.33,0
Jawa Tengah,680.47,130,19.37,69.8,0.358,137,569.88,2.85,1
Jawa Tengah,150.76,133,45.89,93.73,0.752,108,138.71,0.69,0
Jawa Barat,603.62,131,19.54,57.53,0.651,105,441.33,2.21,0
Sulawesi Selatan,106.53,149,17.69,52.06,0.822,136,59.04,0.3,0
Jawa Barat,37.7,113,48.92,56.63,0.827,95,17.31,0.09,0
Sumatera Selatan,62.26,135,56.48,93.29,0.918,141,44.71,0.22,0
Sumatera Utara,256.83,126,26.99,57.86,0.845,136,236.01,1.18,0
Riau,134.3,144,47.04,53.34,0.906,149,104.64,0.52,0
Jawa Tengah,36.7,123,44.56,59.09,0.725,111,15.29,0.08,1
Jawa Timur,337.24,151,33.9,70.34,0.57,134,187.33,0.94,1
Riau,54.19,144,51.03,74.33,0.48,130,37.21,0.19,0
Jawa Tengah,290.51,131,33.04,61.56,0.751,108,192.15,0.96,0
Riau,17.15,130,41.21,89.48,0.669,139,14.63,0.07,0
DKI Jakarta,206.04,130,19.95,97.03,0.447,113,105.95,0.53,1
DKI Jakarta,16.18,108,20.47,64.25,0.871,94,10.36,0.05,0
Sumatera Selatan,156.62,139,49.03,95.62,0.49,141,117.21,0.59,0
Riau,79.15,130,41.61,90.08,0.663,128,82.27,0.41,0
DKI Jakarta,375.29,136,33.29,93.41,0.879,147,375.81,1.88,0
Bali,93.73,132,57.89,52.93,0.51,144,60.75,0.3,0
DKI Jakarta,371.27,138,57.77,90.87,0.928,127,229.12,1.15,1
Sulawesi Selatan,117.06,128,40.27,78.71,0.835,137,119.08,0.6,0
Sumatera Selatan,20.37,154,17.53,51.87,0.752,167,19.56,0.1,0
Sulawesi Selatan,48.72,132,33.66,86.93,0.492,139,41.98,0.21,0
Sulawesi Selatan,99.71,134,25.01,61.84,0.709,144,80.17,0.4,0
Jawa Timur,439.05,135,36.07,89.06,0.629,132,383.62,1.92,0
Sumatera Selatan,51.83,135,23.76,80.67,0.671,112,44.64,0.22,0
Jawa Tengah,310.55,150,20.65,74.12,0.457,158,293.12,1.47,0
Banten,178.86,122,7.85,51.15,0.517,108,155.66,0.78,0
Jawa Tengah,269.78,134,37.01,93.59,0.777,144,221.93,1.11,0
Banten,115.85,110,7.41,57.23,0.634,105,116.89,0.58,0
Bali,49.3,111,31.16,90.66,0.364,105,49.86,0.25,0
Banten,60.87,127,43.33,83.72,0.894,133,40.84,0.2,0
DKI Jakarta,122.81,152,26.33,53.41,0.792,139,128.84,0.64,0
Jawa Timur,252.5,152,21.98,76.57,0.799,126,165.52,0.83,1
Sumatera Selatan,151.88,126,34.19,97.13,0.869,130,85.33,0.43,1
Sumatera Utara,378.21,133,25.06,95.22,0.609,117,202.27,1.01,1
Sumatera Utara,11.12,128,37.23,57.17,0.835,134,5.31,0.03,0
Banten,23.58,131,22.61,58.49,0.702,140,15.02,0.08,0
Jawa Tengah,109.4,131,33.75,57.53,0.917,120,112.6,0.56,0
Sumatera Utara,53.2,114,30.84,87.05,0.727,114,32.5,0.16,0
Riau,210.0,129,34.86,57.88,0.831,103,209.52,1.05,0
Bali,90.92,141,54.62,53.16,0.58,146,42.7,0.21,0
Riau,288.31,132,37.4,69.13,0.547,123,142.77,0.71,1
Sulawesi Selatan,219.49,134,41.05,97.38,0.669,117,111.06,0.56,1
Bali,390.41,116,27.5,65.1,0.549,123,295.61,1.48,1
DKI Jakarta,28.97,128,37.68,85.49,0.567,118,30.27,0.15,0
Jawa Timur,82.78,138,31.7,57.05,0.772,144,44.09,0.22,0
Jawa Timur,34.47,127,35.36,80.44,0.786,117,21.27,0.11,0
DKI Jakarta,189.72,122,42.79,78.48,0.937,132,181.12,0.91,0
Jawa Barat,40.46,119,29.0,94.3,0.926,119,30.16,0.15,0
Sumatera Selatan,116.8,148,30.22,85.11,0.36,148,72.9,0.36,1
Jawa Timur,205.57,150,29.16,55.92,0.87,125,138.71,0.69,0
Jawa Barat,127.74,138,28.93,69.84,0.894,141,112.13,0.56,0
Jawa Tengah,165.38,136,37.08,50.03,0.603,130,105.1,0.53,1
Jawa Tengah,17.98,134,30.63,61.81,0.881,136,14.93,0.07,0
Jawa Barat,106.91,142,52.98,97.59,0.833,150,98.42,0.49,0
Jawa Barat,69.44,117,67.15,72.33,0.839,118,30.34,0.15,0
Sumatera Selatan,69.38,137,28.18,92.51,0.493,130,61.57,0.31,0
Bali,155.4,126,38.53,51.16,0.809,133,157.55,0.79,0
Banten,213.01,160,47.46,93.12,0.459,163,96.34,0.48,1
Riau,57.58,123,31.81,93.58,0.915,126,26.09,0.13,0
Sulawesi Selatan,201.54,141,23.07,82.02,0.862,151,161.24,0.81,0
Bali,219.26,126,55.86,55.7,0.878,106,184.11,0.92,0
DKI Jakarta,29.54,118,43.23,92.92,0.689,112,20.69,0.1,0
Sulawesi Selatan,475.39,129,38.82,94.09,0.864,107,479.25,2.4,0
DKI Jakarta,255.07,125,52.41,59.85,0.73,128,123.02,0.62,1
DKI Jakarta,376.16,150,44.24,96.07,0.575,139,179.44,0.9,1
Banten,99.55,146,34.42,93.17,0.569,148,40.48,0.2,1
Sumatera Selatan,53.76,111,23.28,60.04,0.724,92,50.23,0.25,0
DKI Jakarta,17.1,143,29.08,69.3,0.507,141,7.84,0.04,1
Jawa Tengah,265.44,123,49.46,66.5,0.88,102,210.28,1.05,0
Jawa Tengah,550.48,139,43.19,74.41,0.69,125,552.82,2.76,0
Jawa Timur,139.98,133,32.76,93.56,0.725,127,60.79,0.3,1
Sulawesi Selatan,98.83,136,56.2,92.84,0.744,137,47.07,0.24,0
Jawa Timur,165.0,143,33.11,58.61,0.657,135,159.42,0.8,0
Jawa Tengah,23.68,139,46.85,77.01,0.951,141,13.74,0.07,0
Jawa Barat,45.88,127,37.64,76.17,0.741,108,30.94,0.15,0
Jawa Barat,129.34,138,58.2,72.07,0.852,136,100.52,0.5,0
Jawa Barat,110.4,144,44.04,85.02,0.833,131,95.58,0.48,0
Sumatera Utara,418.95,123,35.55,81.65,0.662,104,217.68,1.09,1
Banten,117.94,141,32.85,63.48,0.571,148,114.16,0.57,0
Banten,67.57,140,34.82,67.06,0.775,152,61.03,0.31,0
Bali,79.21,135,26.3,93.53,0.839,117,36.35,0.18,0
Sumatera Utara,151.49,124,18.6,65.96,0.438,105,71.25,0.36,1
Jawa Barat,30.49,132,38.7,71.76,0.496,135,26.21,0.13,0
Jawa Timur,64.49,135,28.6,97.67,0.801,148,45.61,0.23,0
Jawa Timur,57.1,138,28.57,92.01,0.901,127,39.64,0.2,0
Bali,392.01,132,33.93,84.25,0.589,136,212.24,1.06,1
Jawa Timur,66.44,114,35.63,64.9,0.923,96,57.34,0.29,0
Jawa Barat,54.73,127,35.09,80.81,0.691,110,25.95,0.13,1
Sumatera Selatan,35.02,141,55.86,81.46,0.912,118,22.5,0.11,0
Banten,95.37,125,42.95,70.17,0.321,124,82.92,0.41,0
DKI Jakarta,15.14,105,60.29,51.77,0.861,102,15.71,0.08,0
Riau,154.56,126,29.73,67.96,0.725,125,83.16,0.42,0
Jawa Tengah,171.92,123,44.4,74.9,0.782,104,139.83,0.7,0
Bali,26.65,112,30.4,96.56,0.815,92,11.77,0.06,0
Bali,13.87,126,28.27,85.65,0.753,120,7.95,0.04,0
Jawa Timur,68.36,128,60.75,55.29,0.558,122,31.63,0.16,1
Sumatera Utara,504.06,124,25.78,64.77,0.603,114,473.79,2.37,1
Sumatera Utara,305.25,137,8.22,75.56,0.728,137,205.05,1.03,0
Riau,208.81,154,26.5,72.1,0.929,142,204.51,1.02,0
DKI Jakarta,259.87,138,10.9,50.25,0.78,145,110.74,0.55,0
Jawa Timur,307.58,148,23.58,95.82,0.908,152,262.65,1.31,0
Jawa Barat,67.44,126,24.7,94.3,0.822,113,49.52,0.25,0
Riau,100.73,135,35.42,95.26,0.499,144,85.7,0.43,0
DKI Jakarta,189.6,143,10.4,71.0,0.356,135,194.99,0.97,0
Sumatera Utara,53.63,143,49.35,90.84,0.962,134,55.36,0.28,0
Sumatera Selatan,365.6,135,12.49,84.72,0.982,137,343.65,1.72,0
Sulawesi Selatan,150.77,126,33.47,75.08,0.545,136,80.95,0.4,1
Jawa Tengah,135.24,122,31.11,53.78,0.611,98,120.84,0.6,0
DKI Jakarta,73.26,143,44.9,58.22,0.774,121,74.89,0.37,0
Sumatera Selatan,23.91,140,39.22,61.67,0.627,145,14.95,0.07,0
DKI Jakarta,174.66,142,49.24,93.9,0.911,132,109.52,0.55,0
DKI Jakarta,196.19,143,30.66,82.6,0.573,151,139.42,0.7,1
Sulawesi Selatan,343.19,112,29.42,98.17,0.696,101,292.33,1.46,0
Bali,137.41,125,39.95,77.76,0.514,136,77.09,0.39,1
Sumatera Selatan,166.24,128,47.35,54.15,0.238,110,83.58,0.42,1
Bali,190.37,148,44.9,73.41,0.935,160,111.6,0.56,0
DKI Jakarta,140.37,121,38.86,55.48,0.691,125,115.05,0.58,0
DKI Jakarta,72.85,142,37.79,94.17,0.941,155,31.13,0.16,1
Jawa Timur,129.6,123,34.56,63.64,0.595,104,129.98,0.65,0
DKI Jakarta,40.31,135,39.92,59.67,0.619,122,30.74,0.15,1
Bali,38.45,111,59.42,75.07,0.873,95,18.03,0.09,1
DKI Jakarta,432.95,133,32.09,89.55,0.723,139,376.68,1.88,0
Sumatera Utara,41.7,115,30.63,75.01,0.902,101,24.45,0.12,0
Bali,101.16,137,29.71,51.87,0.459,131,90.87,0.45,0
Sumatera Selatan,100.62,132,39.67,86.4,0.822,113,97.81,0.49,0
Jawa Tengah,125.75,146,9.54,51.67,0.794,147,91.47,0.46,0
Banten,552.27,134,33.38,79.61,0.875,137,287.17,1.44,1
Sumatera Utara,52.89,137,45.57,80.23,0.921,114,37.4,0.19,1
Sumatera Selatan,15.8,119,28.69,60.22,0.931,119,12.18,0.06,0
Banten,74.77,136,37.24,71.88,0.92,115,47.39,0.24,0
Jawa Tengah,76.75,137,60.31,50.3,0.516,148,69.08,0.35,0
Sumatera Selatan,30.99,132,38.98,63.9,0.357,140,17.87,0.09,1
Bali,13.5,123,8.13,80.35,0.696,105,12.78,0.06,0
